!TRANSPORT DATA
AR                            0    127.69700      3.46200      0.00000      1.60900      2.00000
N2                            1     97.83900      3.61000      0.00000      1.75600      4.00000
HE                            0     11.44200      2.71500      0.00000      0.20400      2.00000
H2                            1    304.69000      2.19000      0.00000      0.77500    280.00000
H                             0    541.67200      1.53000      0.00000      0.66600      0.00000
O2                            1    676.42400      3.06900      0.00000      1.48700      3.80000
O                             0    235.68600      2.48500      0.00000      0.74400      0.00000
H2O                           2    637.05600      2.94300      1.85100      1.40700      4.00000
OH                            1    514.59800      2.58200      1.63500      1.07700      0.00000
OHV                           1     80.00000      2.75000      0.00000      0.00000      0.00000
H2O2                          2   1361.14800      3.17900      1.70200      2.23900      3.80000
HO2                           2    963.00300      3.12900      2.14600      1.95900      3.80000
HOCO                          2    498.00000      3.59000      0.00000      0.00000      2.00000
CO                            1     98.10000      3.65000      0.00000      1.95000      1.80000
CO2                           1    244.00000      3.76300      0.00000      2.65000      2.10000
CH3O2H                        2    481.80000      3.62600      0.00000      0.00000      1.00000
CH3O2                         2    481.80000      3.62600      0.00000      0.00000      1.00000
CH2O2H                        2    238.40000      3.49600      0.00000      0.00000      1.50000
CH4                           2    141.40000      3.74600      0.00000      2.60000     13.00000
CH3                           1    144.00000      3.80000      0.00000      0.00000      0.00000
CH2                           1    144.00000      3.80000      0.00000      0.00000      0.00000
CH2(S)                        1    144.00000      3.80000      0.00000      0.00000      0.00000
C                             0     71.40000      3.29800      0.00000      0.00000      0.00000
CH                            1     80.00000      2.75000      0.00000      0.00000      0.00000
CHV                           1     80.00000      2.75000      0.00000      0.00000      0.00000
CH3OH                         2    481.80000      3.62600      0.00000      0.00000      1.00000
CH3O                          2    417.00000      3.69000      1.70000      0.00000      2.00000
CH2OH                         2    417.00000      3.69000      1.70000      0.00000      2.00000
HO2CHO                        2    436.00000      3.97000      0.00000      0.00000      2.00000
HOCH2O2H                      2    481.80000      3.62600      1.70000      0.00000      1.00000
HOCH2O2                       2    481.80000      3.62600      1.70000      0.00000      1.00000
OCH2O2H                       2    481.80000      3.62600      1.70000      0.00000      1.00000
HOCH2O                        2    470.60000      4.41000      0.00000      0.00000      1.50000
O2CHO                         2    436.00000      3.97000      0.00000      0.00000      2.00000
HOCHO                         2    436.00000      3.97000      0.00000      0.00000      2.00000
OCHO                          2    498.00000      3.59000      0.00000      0.00000      2.00000
CH2O                          2    498.00000      3.59000      0.00000      0.00000      2.00000
HCO                           2    498.00000      3.59000      0.00000      0.00000      0.00000
HCOH                          2    498.00000      3.59000      0.00000      0.00000      1.00000
C3H6O3                        2    500.00000      6.09300      2.18000      0.23700      1.00000
C2H5O2H                       2    470.60000      4.41000      0.00000      0.00000      1.50000
C2H5O2                        2    470.60000      4.41000      0.00000      0.00000      1.50000
C2H6                          2    247.50000      4.35000      0.00000      0.00000      1.50000
C2H5                          2    247.50000      4.35000      0.00000      0.00000      1.50000
CHOCHO                        1    440.20000      4.01000      0.00000      0.00000      2.00000
C2H3OOH                       2    436.00000      3.97000      0.00000      0.00000      2.00000
C2H3OO                        2    436.00000      3.97000      0.00000      0.00000      2.00000
CHCHO                         2    436.00000      3.97000      0.00000      0.00000      2.00000
C2H4                          2    238.40000      3.49600      0.00000      0.00000      1.50000
C2H3                          2    265.30000      3.72100      0.00000      0.00000      1.00000
C2O                           1    232.40000      3.82800      0.00000      0.00000      1.00000
C2H2                          1    265.30000      3.72100      0.00000      0.00000      2.50000
C2H                           1    265.30000      3.72100      0.00000      0.00000      2.50000
H2CC                          2    209.00000      4.10000      0.00000      0.00000      2.50000
C2                            1     97.53000      3.62100      0.00000      1.76000      4.00000
O2C2H4OH                      2    523.20000      5.66400      1.70000      0.00000      1.00000
C2H4O2H                       2    470.60000      4.41000      0.00000      0.00000      1.50000
C2H4O1-2                      2    436.00000      3.97000      0.00000      0.00000      2.00000
C2H3O1-2                      2    436.00000      3.97000      0.00000      0.00000      2.00000
C2H5OH                        2    470.60000      4.41000      0.00000      0.00000      1.50000
C2H5O                         2    470.60000      4.41000      0.00000      0.00000      1.50000
PC2H4OH                       2    470.60000      4.41000      0.00000      0.00000      1.50000
SC2H4OH                       2    470.60000      4.41000      0.00000      0.00000      1.50000
O2CH2CHO                      2    275.04900      5.42800      0.00000      0.00000      1.00000
HO2CH2CO                      2    279.00700      5.50500      1.30000      0.00000      1.00000
CH2CO2                        2    899.00000      5.64000      0.00000      0.00000      0.00000
CH3CHOHOJ                     2    470.30000      4.60000      0.00000      0.00000      1.00000
CH3CHO                        2    436.00000      3.97000      0.00000      0.00000      2.00000
CH3CO                         2    436.00000      3.97000      0.00000      0.00000      2.00000
CH2CHO                        2    436.00000      3.97000      0.00000      0.00000      2.00000
CH2COHCO                      2    435.20000      4.66200      2.70000      0.00000      1.00000
C2H3OH                        2    470.60000      4.41000      0.00000      0.00000      1.50000
C2H2OH                        2    224.70000      4.16200      0.00000      0.00000      1.00000
SC2H2OH                       2    436.00000      3.97000      0.00000      0.00000      2.00000
CH2CO                         2    436.00000      3.97000      0.00000      0.00000      2.00000
HCCO                          2    150.00000      2.50000      0.00000      0.00000      1.00000
HCCOH                         2    436.00000      3.97000      0.00000      0.00000      2.00000
CH2COOH                       2    784.94700      4.04000      1.30000      0.00000      1.00000
CH3CCO                        2    749.59600      5.14000      0.00000      0.00000      0.00000
CH3COH                        2    470.60000      4.41000      0.00000      0.00000      1.50000
CH3CO3H                       2    436.00000      3.97000      0.00000      0.00000      2.00000
CH3CO3                        2    436.00000      3.97000      0.00000      0.00000      2.00000
CH3CO2                        2    436.00000      3.97000      0.00000      0.00000      2.00000
CH3OCH2O2H                    2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3OCH2O2                     2    395.00000      4.03700      1.30000      0.00000      1.00000
CH2OCH2O2H                    2    395.00000      4.03700      1.30000      0.00000      1.00000
O2CH2OCH2O2H                  2    395.00000      4.03700      1.30000      0.00000      1.00000
HO2CH2OCHO                    2    395.00000      4.03700      1.30000      0.00000      1.00000
OCH2OCHO                      2    395.00000      4.03700      1.30000      0.00000      1.00000
HOCH2OCO                      2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3OCH2O                      2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3OCH3                       2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3OCH2                       2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3OCHO                       2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3OCO                        2    395.00000      4.03700      1.30000      0.00000      1.00000
CH2OCHO                       2    395.00000      4.03700      1.30000      0.00000      1.00000
CH3COCH                       2    320.44500      5.36000      0.00000      0.00000      0.00000
CH2COCH2                      2    334.59800      5.64000      0.00000      0.00000      0.00000
CH3CCHO                       2    313.36700      5.35000      0.00000      0.00000      0.00000
CH2CCO                        2    419.55700      4.55700      0.00000      0.00000      1.00000
NC3H7O2H                      2    481.50000      4.99700      1.70000      0.00000      1.00000
NC3H7O2                       2    481.50000      4.99700      1.70000      0.00000      1.00000
IC3H7O2H                      2    459.50000      5.03600      1.70000      0.00000      1.00000
IC3H7O2                       2    459.50000      5.03600      1.70000      0.00000      1.00000
C3H6OOH1-2                    2    435.20000      4.66200      2.70000      0.00000      1.00000
C3H6OOH1-3                    2    435.20000      4.66200      2.70000      0.00000      1.00000
C3H6OOH2-1                    2    435.20000      4.66200      2.70000      0.00000      1.00000
C3H6OOH1-2O2                  2    435.20000      4.66200      2.70000      0.00000      1.00000
C3H6OOH1-3O2                  2    435.20000      4.66200      2.70000      0.00000      1.00000
C3H6OOH2-1O2                  2    435.20000      4.66200      2.70000      0.00000      1.00000
C3KET12                       2    464.20000      5.00900      2.60000      0.00000      1.00000
C3KET13                       2    464.20000      5.00900      2.60000      0.00000      1.00000
C3H51-2,3OOH                  2    549.65500      5.71600      0.00000      0.00000      0.00000
C3H5O1-2OOH-3                 2    464.20000      5.00900      2.60000      0.00000      1.00000
C3H6O1-2                      2    403.60000      4.96800      2.00000      0.00000      1.00000
C3H6O1-3                      2    403.60000      4.96800      2.00000      0.00000      1.00000
C3H5-SOOH                     2    481.50000      4.99700      1.70000      0.00000      1.00000
SC3H5OO                       2    481.50000      4.99700      1.70000      0.00000      1.00000
TC3H5OO                       2    481.50000      4.99700      1.70000      0.00000      1.00000
CH3COCHO                      2    301.65800      5.31000      0.00000      0.00000      1.00000
CH2CHOCHO                     2    322.94300      5.25000      0.00000      0.00000      0.00000
OCHCH2CH2O                    2    459.90000      5.00000      0.00000      0.00000      1.00000
CH2CHOCO                      2    395.00000      4.03700      1.30000      0.00000      1.00000
C3H52-1,3OOH                  2    549.65500      5.71600      0.00000      0.00000      0.00000
C3H8                          2    303.40000      4.81000      0.00000      0.00000      1.00000
IC3H7                         2    303.40000      4.81000      0.00000      0.00000      1.00000
NC3H7                         2    303.40000      4.81000      0.00000      0.00000      1.00000
CH3CHCHO                      2    387.86000      4.68700      0.00000      0.00000      0.00000
CH3CHCO                       2    443.20000      4.12000      0.00000      0.00000      1.00000
C3H5O                         2    411.00000      4.82000      0.00000      0.00000      1.00000
CH2CHOCH2                     2    411.00000      4.82000      0.00000      0.00000      1.00000
CH2OOHCHCO                    2    464.20000      5.00900      2.60000      0.00000      1.00000
CH2OCHCO                      2    435.20000      4.66200      2.70000      0.00000      1.00000
AC4H7OOH                      2    330.43500      5.74100      0.00000      0.00000      1.00000
AC3H5OOH                      2    481.50000      4.99700      1.70000      0.00000      1.00000
C3H6                          2    307.80000      4.14000      0.00000      0.00000      1.00000
C3H5-A                        2    316.00000      4.22000      0.00000      0.00000      1.00000
C3H5-S                        2    316.00000      4.22000      0.00000      0.00000      1.00000
C3H5-T                        2    316.00000      4.22000      0.00000      0.00000      1.00000
CC3H6                         2    307.80000      4.14000      0.00000      0.00000      1.00000
CC3H5                         2    362.50000      4.40000      0.00000      0.00000      1.00000
PC3H4OH-1                     2    411.00000      4.82000      0.00000      0.00000      1.00000
PC3H4OH-2                     2    300.78300      5.37700      0.00000      0.00000      1.00000
SC3H4OH                       2    298.89300      5.34500      0.00000      0.00000      1.00000
C3H3O                         2    301.26300      5.05500      0.00000      0.00000      1.00000
C3H3O2H                       2    301.65800      5.31000      0.00000      0.00000      1.00000
C2HCHO                        2    343.03300      4.88400      0.00000      0.00000      1.00000
C3H5O31                       2    973.95000      6.53000      0.00000      0.00000      0.00000
C3H5O32                       2    973.95000      6.53000      0.00000      0.00000      0.00000
CH2CCH2OOH                    2    481.50000      4.99700      1.70000      0.00000      1.00000
CH2CHCH2OO                    2    481.50000      4.99700      1.70000      0.00000      1.00000
CH2COOHCHO                    2    481.50000      4.99700      1.70000      0.00000      1.00000
CH2COCHO                      2    435.20000      4.66200      2.70000      0.00000      1.00000
CH2COOHCH2OO                  2    435.20000      4.66200      2.70000      0.00000      1.00000
CH2COOCH2OOH                  2    435.20000      4.66200      2.70000      0.00000      1.00000
CH2COOHCH2OOH                 2   1067.06000      6.94000      0.00000      0.00000      0.00000
CH2COOHCH2                    2    481.50000      4.99700      1.70000      0.00000      1.00000
C3H4O21-2                     2    301.65800      5.31000      0.00000      0.00000      1.00000
CH2COOHCHOH                   2    404.10700      5.56900      0.00000      7.41000      1.00000
C3H4-P                        1    324.80000      4.29000      0.00000      0.00000      1.00000
C3H4-A                        1    324.80000      4.29000      0.00000      0.00000      1.00000
C3H3                          1    324.80000      4.29000      0.00000      0.00000      1.00000
CC3H4                         1    252.00000      4.76000      0.00000      0.00000      1.00000
C3H2                          2    209.00000      4.10000      0.00000      0.00000      1.00000
H2CCC(S)                      2    265.30000      3.72100      0.00000      0.00000      1.00000
C3H2(S)                       2    209.00000      4.10000      0.00000      0.00000      1.00000
C3H2C                         1    290.61600      4.36800      0.00000      0.00000      1.00000
C3H6OH-1O2                    2    505.70000      5.10000      0.00000      0.00000      1.00000
C3H6OH-3O2                    2    503.50000      5.20000      0.00000      0.00000      1.00000
C3H6OH-3OOH-1                 2    503.50000      5.20000      0.00000      0.00000      1.00000
C3H6OH-3OOH-1O2               2    594.20000      5.40000      0.00000      0.00000      1.00000
C3OHKET3-1                    2    548.60000      5.20000      0.00000      0.00000      1.00000
TQJC3H6OH                     2    464.20000      5.00900      2.60000      0.00000      1.00000
TQC3H6OI                      2    464.20000      5.00900      2.60000      0.00000      1.00000
QC3H5OHP                      2    464.20000      5.00900      2.60000      0.00000      1.00000
TQC3H5OHI                     2    464.20000      5.00900      2.60000      0.00000      1.00000
QC3H5OHPO2                    2   1145.37000      7.65000      0.00000      0.00000      0.00000
C3H4OHOOH1-3-2                2    973.95000      6.53000      0.00000      0.00000      0.00000
C3H4OH1KT2-3                  2   1067.06000      6.94000      0.00000      0.00000      0.00000
C(OH)CY(COC)                  2    887.74000      6.28000      0.00000      0.00000      0.00000
CCY(COC)OH                    2    481.50000      4.99700      1.70000      0.00000      1.00000
CY(COC)COH                    2    481.50000      4.99700      1.70000      0.00000      1.00000
IQJC3H6OH                     2    464.20000      5.00900      2.60000      0.00000      1.00000
IQC3H6OT                      2    464.20000      5.00900      2.60000      0.00000      1.00000
IQC3H5OHPJ                    2    464.20000      5.00900      2.60000      0.00000      1.00000
IQC3H5OHPJC                   2    974.78000      6.75000      0.00000      0.00000      0.00000
CY(CCOC)OH                    2    481.50000      4.99700      1.70000      0.00000      1.00000
CHOCOHCH3                     2    481.50000      4.99700      1.70000      0.00000      1.00000
TQC3H5OHIO2                   2    496.00000      5.20000      0.00000      0.00000      1.00000
TQC3H5OHIQ-I                  2    496.00000      5.20000      0.00000      0.00000      1.00000
